"crAss"	"res"	"bp"	"rel_crAss"	"rel_res"	"sample_id"	"project_id"	"mgrast_id"	"biome"	"feature"	"material"	"env_package"	"location"	"country"	"continent"	"latitude"	"longitude"	"collection_date"	"samp_collect_device"
"mgm4511199.3"	0.0132695	196	1794490935	0.00739457622281051	109.223176432485	"mgs95521"	"mgp3218"	"-"	"aquatic biome"	"wastewater treatment plant"	"waste water"	"wastewater|sludge"	"Shanghai chemical industry"	"China"	"asia"	31.01	121.41	"2012-08-01"	"-"
"mgm4511200.3"	0.0263329	196	1844363375	0.0142775010374515	106.269731147746	"mgs95524"	"mgp3218"	"-"	"aquatic biome"	"wastewater treatment plant"	"waste water"	"wastewater|sludge"	"Shanghai chemical industry"	"China"	"asia"	31.01	121.41	"2012-08-01"	"-"
"mgm4511201.3"	0.0292072	196	1800734382	0.0162196047856657	108.844481428911	"mgs95527"	"mgp3218"	"-"	"aquatic biome"	"wastewater treatment plant"	"waste water"	"wastewater|sludge"	"Shanghai chemical industry"	"China"	"asia"	31.01	121.41	"2012-08-01"	"-"
"mgm4511202.3"	0.0444135	179	1771990592	0.0250641849908874	101.016337675906	"mgs95530"	"mgp3218"	"-"	"aquatic biome"	"wastewater treatment plant"	"waste water"	"wastewater|sludge"	"Shanghai chemical industry"	"China"	"asia"	31.01	121.41	"2012-08-01"	"-"
"mgm4513715.3"	NA	97	3643931469	NA	26.6196005125803	"mgs97845"	"mgp3438"	"-"	"marine benthic biome"	"microbial mat"	"microbial mat material"	"microbial mat|biofilm"	"Highborne Cay"	"Bahamas"	"north america"	24.43	-76.49	"2010-03-21"	"-"
"mgm4513716.3"	0.00104054	82	3703441924	0.000280965658798866	22.1415649773262	"mgs97845"	"mgp3438"	"-"	"marine benthic biome"	"microbial mat"	"microbial mat material"	"microbial mat|biofilm"	"Highborne Cay"	"Bahamas"	"north america"	24.43	-76.49	"2010-03-21"	"-"
"mgm4513717.3"	NA	112	3654581611	NA	30.6464629666195	"mgs97845"	"mgp3438"	"-"	"marine benthic biome"	"microbial mat"	"microbial mat material"	"microbial mat|biofilm"	"Highborne Cay"	"Bahamas"	"north america"	24.43	-76.49	"2010-03-21"	"-"
"mgm4514928.3"	NA	13366	5077052965	NA	2632.62961646097	"mgs186830"	"mgp2562"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Singapore Zoological Gardens"	"Singapore"	"-"	1.4038	103.7941	"2011-05-09"	"-"
"mgm4514929.3"	NA	10867	5076375519	NA	2140.7005764894	"mgs186830"	"mgp2562"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Singapore Zoological Gardens"	"Singapore"	"-"	1.4038	103.7941	"2011-05-09"	"-"
"mgm4516366.3"	0.0165044	2531	1855589112	0.00889442597677842	1363.98730927669	"mgs157413"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-14"	"-"
"mgm4516402.3"	0.165281	7385	6955771850	0.0237617051801376	1061.70819849418	"mgs157404"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-13"	"-"
"mgm4516403.3"	0.120033	16486	7604745913	0.0157839593029411	2167.85678162079	"mgs157410"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-14"	"-"
"mgm4516455.3"	0.0441663	3530	6289378483	0.00702236319842734	561.263725746746	"mgs157380"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-09"	"-"
"mgm4516459.3"	0.0591665	13229	7529681656	0.007857769120007	1756.91358604232	"mgs157389"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-10"	"-"
"mgm4516594.3"	0.09029	3856	5456068560	0.0165485457169548	706.735987203211	"mgs157386"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-10"	"-"
"mgm4516637.3"	0.0166898	2046	7905238134	0.00211123304789745	258.815732722872	"mgs157374"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-08"	"-"
"mgm4516651.3"	0.104569	7681	6882862072	0.0151926624282353	1115.9601804672	"mgs157395"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-11"	"-"
"mgm4516802.3"	0.106351	6919	6937648400	0.0153295459596944	997.311999841329	"mgs157401"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-12"	"-"
"mgm4516803.3"	0.0591253	3865	6767083429	0.00873719093614562	571.147088779301	"mgs157392"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-11"	"-"
"mgm4516910.3"	0.05656	6131	6398963022	0.00883893215284156	958.123992734646	"mgs157383"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-09"	"-"
"mgm4516911.3"	0.0339566	3323	8979494640	0.00378157138696171	370.065369291205	"mgs157377"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-08"	"-"
"mgm4516952.3"	0.141349	6458	6245545399	0.0226319706238357	1034.01698129262	"mgs157398"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-12"	"-"
"mgm4517064.3"	0.101674	15459	7686769056	0.0132271438440885	2011.1180506891	"mgs157407"	"mgp3756"	"-"	"air"	"air"	"air"	"air"	"Beijing"	"China"	"-"	40.0047	116.3261	"2013-01-13"	"-"
"mgm4517710.3"	7.63734	1725	1122688633	6.80272319101676	1536.49012673312	"mgs104242"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517711.3"	7.53413	1733	1102024932	6.83662391042892	1572.55970321368	"mgs104242"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517712.3"	6.58378	1897	1343464530	4.90059830608256	1412.0209038939	"mgs104246"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-15"	"-"
"mgm4517713.3"	6.45067	1750	1318728752	4.89158213181963	1327.03559950894	"mgs104246"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-15"	"-"
"mgm4517714.3"	0.013321	3509	1201160987	0.0110901037780708	2921.34030157275	"mgs104282"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-07-13"	"-"
"mgm4517715.3"	0.0121053	3360	1182806369	0.0102343885840202	2840.70164657695	"mgs104282"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-07-13"	"-"
"mgm4517716.3"	0.00293618	3589	1238300817	0.00237113628586098	2898.32644114294	"mgs104274"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517717.3"	0.00309071	3499	1220447759	0.00253243940775674	2866.98056036989	"mgs104274"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517726.3"	1.9848	1338	1014264958	1.9568851160093	1319.18192524206	"mgs104254"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-06-01"	"-"
"mgm4517727.3"	1.9403	1302	997288001	1.94557640125463	1305.5406248691	"mgs104254"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-06-01"	"-"
"mgm4517736.3"	2.04967	1804	1147963139	1.78548415917386	1571.47902986805	"mgs104310"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-05-24"	"-"
"mgm4517737.3"	1.95768	1782	1120142963	1.74770548462572	1590.8683613272	"mgs104310"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-05-24"	"-"
"mgm4517738.3"	0.0931541	1424	1299044516	0.0717097057511461	1096.19030176484	"mgs104302"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517739.3"	0.0933601	1349	1275946006	0.0731693187336957	1057.25476913323	"mgs104302"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-14"	"-"
"mgm4517740.3"	0.230454	1216	1262654217	0.182515527131051	963.05067818896	"mgs104306"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-15"	"-"
"mgm4517741.3"	0.218112	1168	1242836998	0.175495258309006	939.785347458734	"mgs104306"	"mgp3907"	"-"	"terrestrial biome"	"mammalia-associated habitat"	"feces"	"host-associated"	"Halifax,NS"	"Canada"	"-"	44.6488625	-63.5753196	"2012-08-15"	"-"
"mgm4519753.3"	NA	32	1328213645	NA	24.0925096052601	"mgs107128"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519754.3"	NA	27	1351251745	NA	19.9814728083848	"mgs107128"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519755.3"	NA	73	1948422360	NA	37.4662093284538	"mgs107156"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519756.3"	NA	52	1941260805	NA	26.7867150390439	"mgs107156"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519757.3"	NA	117	1332343114	NA	87.8152172444072	"mgs107140"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519758.3"	NA	108	1338731495	NA	80.6733840231345	"mgs107140"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519759.3"	NA	35	1250793131	NA	27.9822451311495	"mgs107168"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-09-01"	"-"
"mgm4519760.3"	NA	41	1245372141	NA	32.9218862781675	"mgs107168"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-09-01"	"-"
"mgm4519761.3"	NA	102	2408698121	NA	42.3465269934505	"mgs107152"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519762.3"	NA	91	2424802788	NA	37.5288252101762	"mgs107152"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519763.3"	NA	37	1364432336	NA	27.1175044916262	"mgs107136"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519764.3"	NA	42	1369559588	NA	30.6667927178938	"mgs107136"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519767.3"	NA	59	1015588102	NA	58.0944182821866	"mgs107148"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519768.3"	NA	70	1016022875	NA	68.8960866161601	"mgs107148"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519769.3"	NA	29	1500152799	NA	19.3313641245954	"mgs107132"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519770.3"	NA	20	1624813300	NA	12.3091065293471	"mgs107132"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2011-09-05"	"-"
"mgm4519771.3"	NA	33	1702879600	NA	19.3789390629848	"mgs107160"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519772.3"	NA	40	1702879600	NA	23.4896231066483	"mgs107160"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-05-04"	"-"
"mgm4519775.3"	NA	47	1512352500	NA	31.0774108549429	"mgs107172"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-09-01"	"-"
"mgm4519776.3"	NA	31	1512352500	NA	20.4978667341113	"mgs107172"	"mgp4113"	"-"	"terrestrial biome"	"oil spill"	"soil"	"soil"	"Houston, TX"	"USA"	"-"	29.71595	-95.4039	"2012-09-01"	"-"
"mgm4521534.3"	NA	982	1737416242	NA	565.207102513089	"mgs111983"	"mgp4364"	"-"	"aquatic biome"	"microbial feature"	"sludge"	"wastewater|sludge"	"shenzhen xili"	"China"	"-"	22	114	"2013-01-22"	"-"
"mgm4522552.3"	NA	982	1737416242	NA	565.207102513089	"mgs111944"	"mgp4364"	"-"	"aquatic biome"	"microbial feature"	"sludge"	"wastewater|sludge"	"shenzhen xili"	"China"	"-"	22	114	"2013-01-22"	"-"
"mgm4523238.3"	0.00249317	2979	4184323014	0.000595835931322294	711.943124379451	"mgs112951"	"mgp4339"	"-"	"subtropical shrubland biome"	"agricultural terrace"	"paddy field soil"	"soil"	"changshu"	"China"	"-"	31.653584	120.752507	"2012-04-11"	"-"
"mgm4523239.3"	NA	8125	1996286667	NA	4070.05673799854	"mgs112951"	"mgp4339"	"-"	"subtropical shrubland biome"	"agricultural terrace"	"paddy field soil"	"soil"	"changshu"	"China"	"-"	31.653584	120.752507	"2012-04-11"	"-"
"mgm4523240.3"	NA	2553	3314451338	NA	770.263232025765	"mgs112951"	"mgp4339"	"-"	"subtropical shrubland biome"	"agricultural terrace"	"paddy field soil"	"soil"	"changshu"	"China"	"-"	31.653584	120.752507	"2012-04-11"	"-"
"mgm4525799.3"	NA	2378	885226142	NA	2686.31922078957	"mgs116726"	"mgp4126"	"-"	"terrestrial biome"	"livestock-associated habitat"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2011-04-08"	"-"
"mgm4525829.3"	NA	3344	948862566	NA	3524.21954435075	"mgs116788"	"mgp4126"	"-"	"terrestrial biome"	"livestock-associated habitat"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2011-04-08"	"-"
"mgm4525830.3"	NA	1874	767840516	NA	2440.61098750356	"mgs116788"	"mgp4126"	"-"	"terrestrial biome"	"livestock-associated habitat"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2011-04-08"	"-"
"mgm4525957.3"	NA	4987	1169886866	NA	4262.80535745411	"mgs116890"	"mgp4126"	"-"	"terrestrial biome"	"organ"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2011-04-08"	"-"
"mgm4526250.3"	NA	270	3111767984	NA	86.7673944163827	"mgs117437"	"mgp4568"	"-"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Oregon"	"USA"	"-"	44.265	-124.1	"2011-02-07"	"-"
"mgm4526251.3"	NA	367	3228828825	NA	113.663504599071	"mgs117437"	"mgp4568"	"-"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Oregon"	"USA"	"-"	44.265	-124.1	"2011-02-07"	"-"
"mgm4526252.3"	NA	234	3111767984	NA	75.1984084941983	"mgs117437"	"mgp4568"	"-"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Oregon"	"USA"	"-"	44.265	-124.1	"2011-02-07"	"-"
"mgm4526253.3"	NA	338	3247551564	NA	104.078409022607	"mgs117437"	"mgp4568"	"-"	"terrestrial biome"	"organic feature"	"organic material"	"host-associated"	"Oregon"	"USA"	"-"	44.265	-124.1	"2011-02-07"	"-"
"mgm4529964.3"	NA	166	4811363726	NA	34.5016526401771	"mgs131842"	"mgp5304"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Carletonville"	"South Africa"	"africa"	-26.417	27.427	"2011-08-24"	"-"
"mgm4529965.3"	NA	28	2720928004	NA	10.290606719045	"mgs131836"	"mgp5304"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Welkom"	"South Africa"	"africa"	-27.976	26.875	"2012-07-20"	"-"
"mgm4530091.3"	NA	65	11117493153	NA	5.84664178385035	"mgs190584"	"mgp5325"	"-"	"Temperate broadleaf and mixed forest biome"	"forest"	"organic material"	"host-associated"	"Johnsbach"	"Austria"	"-"	47.63528	14.74583	"2012-10-12"	"-"
"mgm4531574.3"	NA	2	2214896688	NA	0.90297665387091	"mgs126236"	"mgp5464"	"-"	"marine biome"	"aquatic habitat"	"Water"	"water"	"Pacific Ocean"	"Pacific Ocean"	"-"	25.2660833333333	-134.887738333333	"2012-03-01"	"-"
"mgm4532866.3"	NA	17	2224626874	NA	7.64173093415575	"mgs127524"	"mgp5614"	"-"	"marine biome"	"saline lake"	"saline water"	"water"	"Qinghai province"	"China"	"asia"	36.65915	100.59634	"2011-08-27"	"-"
"mgm4533635.3"	NA	190	2737436782	NA	69.4079955560413	"mgs129418"	"mgp2336"	"-"	"Small lake biome"	"Freshwater Lake"	"lake sediment"	"sediment"	"Esthwaite Water, Lake District National Park"	"United Kingdom"	"europe"	54.35	-2.983333	"2011-01-01"	"Prepared cotton baits for microbial biofilm growth"
"mgm4534212.3"	0.00106114	758	3480303309	0.000304898713067884	217.797109246147	"mgs130036"	"mgp4419"	"-"	"terrestrial biome"	"livestock-associated habitat"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2010-11-19"	"-"
"mgm4534213.3"	0.00106114	736	3468522047	0.000305934339070384	212.194124767517	"mgs130036"	"mgp4419"	"-"	"terrestrial biome"	"livestock-associated habitat"	"bodily fluid"	"host-associated"	"Ellinbank, Victoria"	"Australia"	"australia"	-38.23333	145.93333	"2010-11-19"	"-"
"mgm4534328.3"	0.00103024	9	1888723700	0.000545468879328406	4.76512260633993	"mgs232109"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	43	-91	"2012-05-30"	"-"
"mgm4534329.3"	0.00103024	13	1888723700	0.000545468879328406	6.88295487582435	"mgs232112"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	43	-91	"2012-05-30"	"-"
"mgm4534330.3"	NA	14	1847964400	NA	7.57590351848769	"mgs232115"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-91	"2012-05-30"	"-"
"mgm4534331.3"	NA	6	1847964400	NA	3.24681579363758	"mgs232118"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-91	"2012-05-30"	"-"
"mgm4534336.3"	NA	7	1430592200	NA	4.89307854467542	"mgs232067"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	45	-94	"2012-06-28"	"-"
"mgm4534337.3"	NA	8	1430592200	NA	5.59208976534333	"mgs232070"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	45	-94	"2012-06-28"	"-"
"mgm4534338.3"	0.0082419	665	1599106200	0.00515406669050498	415.857308288843	"mgs232073"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-20"	"-"
"mgm4534339.3"	0.0082419	656	1599106200	0.00515406669050498	410.229164266889	"mgs232076"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-20"	"-"
"mgm4534340.3"	NA	59	1427643200	NA	41.3268525357036	"mgs232079"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-26"	"-"
"mgm4534341.3"	NA	66	1427643200	NA	46.2300384297701	"mgs232082"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-26"	"-"
"mgm4534342.3"	0.0113326	30	1647353500	0.00687927636660862	18.2110275663359	"mgs232121"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	43	-93	"2012-06-18"	"-"
"mgm4534343.3"	0.00927214	40	1647353500	0.00562850657129754	24.2813700884479	"mgs232124"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	43	-93	"2012-06-18"	"-"
"mgm4534344.3"	NA	21	1606029200	NA	13.0757273902616	"mgs232085"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-26"	"-"
"mgm4534345.3"	0.00103024	19	1606029200	0.000641482732692531	11.8304200197605	"mgs232088"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-93	"2012-06-26"	"-"
"mgm4534346.3"	0.00103024	12	1395406900	0.000738307944442585	8.59964215455721	"mgs232091"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-14"	"-"
"mgm4534347.3"	0.00103024	11	1395406900	0.000738307944442585	7.88300530834411	"mgs232094"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-14"	"-"
"mgm4534348.3"	NA	10	1031183000	NA	9.6975997470866	"mgs232097"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-14"	"-"
"mgm4534349.3"	NA	12	1031183000	NA	11.6371196965039	"mgs232100"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-14"	"-"
"mgm4534350.3"	0.00103024	6	1623038100	0.000634760206799828	3.69677088911221	"mgs232103"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-07"	"-"
"mgm4534351.3"	0.00103024	9	1623038100	0.000634760206799828	5.54515633366832	"mgs232106"	"mgp3190"	"-"	"Large river biome"	"freshwater habitat"	"surface water"	"water"	"minnesota"	"USA"	"-"	44	-92	"2012-06-07"	"-"
"mgm4535626.3"	NA	132	1100000070	NA	119.999992363637	"mgs132179"	"mgp5902"	"-"	"animal-associated habitat"	"animal-associated habitat"	"feces"	"host-associated"	"Rodent Center HCI"	"Switzerland"	"europe"	47.24	8.3	"2013-02-11"	"-"
"mgm4535627.3"	NA	158	1100000070	NA	143.636354495868	"mgs132182"	"mgp5902"	"-"	"animal-associated habitat"	"animal-associated habitat"	"feces"	"host-associated"	"Rodent Center HCI"	"Switzerland"	"europe"	47.24	8.3	"2013-02-11"	"-"
"mgm4536074.3"	NA	39	5240194474	NA	7.4424718764741	"mgs132596"	"mgp5945"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Kimberly"	"South Africa"	"africa"	-28.378	23.446	"2012-10-03"	"-"
"mgm4536100.3"	NA	8	975303059	NA	8.20257859972528	"mgs132599"	"mgp5947"	"-"	"underground water"	"gold mine"	"bore hole water"	"water"	"Welkom"	"South Africa"	"africa"	-28.24	26.796	"2011-01-11"	"-"
"mgm4536374.3"	NA	103	820724785	NA	125.49882967163	"mgs132848"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"brackish water"	"water"	"Cenote Calica, Quintana Roo"	"Mexico"	"north america"	-87.174442	20.585669	"2008-12-15"	"Water samples were collected from the cenote by Niskin bottle from a specific depth"
"mgm4536376.3"	NA	17	1606254749	NA	10.5836262962545	"mgs132860"	"mgp5969"	"-"	"small lake biome"	"doline karst"	"anoxic water"	"water"	"Cenote Calica, Quintana Roo"	"Mexico"	"north america"	-87.174442	20.585669	"2009-07-22"	"Water samples were collected from the cenote by Niskin bottle from a specific depth"
"mgm4536381.3"	NA	48	1374288415	NA	34.927166289181	"mgs132872"	"mgp5969"	"-"	"small lake biome"	"water well"	"ground water"	"water"	"Tulum, Quintana Roo"	"Mexico"	"north america"	-87.333573	20.370214	"2009-07-17"	"Water samples were collected from the well by peristaltic  pumping the water from the given depth"
"mgm4536382.3"	0.0017514	686	4021175358	0.000435544298389187	170.596887458595	"mgs132869"	"mgp5969"	"-"	"small lake biome"	"water well"	"ground water"	"water"	"Tulum, Quintana Roo"	"Mexico"	"north america"	-87.333573	20.370214	"2009-07-17"	"Water samples were collected from the well by peristaltic  pumping the water from the given depth"
