"crAss"	"res"	"bp"	"rel_crAss"	"rel_res"	"sample_id"	"project_id"	"mgrast_id"	"biome"	"feature"	"material"	"env_package"	"location"	"country"	"continent"	"latitude"	"longitude"	"collection_date"	"samp_collect_device"
"mgm4552963.3"	NA	7505	7068997120	NA	1061.67818045454	"mgs207011"	"mgp7968"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552964.3"	NA	14184	3387342270	NA	4187.35364466137	"mgs207014"	"mgp7969"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552965.3"	NA	32948	5305721657	NA	6209.89982701612	"mgs207017"	"mgp7970"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552985.3"	NA	11846	5288379460	NA	2240.00567463062	"mgs206924"	"mgp7974"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4552986.3"	NA	24389	4739182270	NA	5146.24646416058	"mgs206927"	"mgp7975"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553942.3"	NA	3948	5069747359	NA	778.737029763696	"mgs206930"	"mgp8090"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553943.3"	NA	6929	3875856103	NA	1787.73406851632	"mgs206933"	"mgp8091"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553944.3"	NA	9113	3969524996	NA	2295.7406765754	"mgs206936"	"mgp8092"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553945.3"	NA	19195	4824271222	NA	3978.83931410521	"mgs206939"	"mgp8093"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553946.3"	NA	25379	3924315693	NA	6467.114775009	"mgs206942"	"mgp8094"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553947.3"	NA	3334	4190629205	NA	795.584585728099	"mgs206945"	"mgp8095"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553948.3"	NA	8383	10115921283	NA	828.69367657969	"mgs206948"	"mgp8096"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553949.3"	NA	7559	3188728977	NA	2370.53699280257	"mgs206951"	"mgp8097"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553950.3"	NA	16234	3594309461	NA	4516.58383234576	"mgs206954"	"mgp8098"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4553951.3"	0.00206047	25848	3847428006	0.000535544783888544	6718.25436621308	"mgs206957"	"mgp8099"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554052.3"	NA	2554	3808237523	NA	670.651445603121	"mgs206960"	"mgp8108"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554053.3"	NA	8417	5258481729	NA	1600.65213378628	"mgs206963"	"mgp8109"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554054.3"	NA	10441	5364558411	NA	1946.29253706899	"mgs206966"	"mgp8110"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554055.3"	NA	29147	7914360395	NA	3682.7991834203	"mgs206969"	"mgp8111"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554056.3"	NA	25093	5780112382	NA	4341.26507265547	"mgs206972"	"mgp8112"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554057.3"	NA	2466	3113508418	NA	792.032546224514	"mgs206975"	"mgp8113"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554058.3"	NA	9194	3282392377	NA	2801.00577384445	"mgs206978"	"mgp8114"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554059.3"	NA	16249	8425121602	NA	1928.63685150167	"mgs206981"	"mgp8115"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554060.3"	NA	18761	4302712444	NA	4360.27279168089	"mgs206984"	"mgp8116"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4554061.3"	NA	26444	4034829139	NA	6553.93303879875	"mgs206987"	"mgp8117"	"-"	"terrestrial biome"	"animal habitation"	"water"	"host-associated"	"Corvallis, OR"	"USA"	"north america"	44.5647222222222	-123.260555555556	"2011-06-01"	"-"
"mgm4563763.3"	NA	9229	3743388373	NA	2465.41343841482	"mgs179789"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-09"	"-"
"mgm4563764.3"	NA	9113	3684698042	NA	2473.20130337019	"mgs179792"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-09"	"-"
"mgm4563765.3"	NA	8580	3995162701	NA	2147.59714237731	"mgs179741"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-12"	"-"
"mgm4563766.3"	NA	8524	3956816598	NA	2154.25703690904	"mgs179744"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-12"	"-"
"mgm4563767.3"	NA	11159	4203503014	NA	2654.69061466932	"mgs179801"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563768.3"	0.00103024	10909	4137681305	0.000248989693516282	2636.50078289439	"mgs179804"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563769.3"	NA	6940	2872224089	NA	2416.24601178533	"mgs179753"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563770.3"	NA	6896	2845767471	NA	2423.24788313669	"mgs179756"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563771.3"	NA	8562	3503541424	NA	2443.81297773404	"mgs179777"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563772.3"	NA	7455	3074485383	NA	2424.79604594041	"mgs179780"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563773.3"	NA	7913	3872853568	NA	2043.19627919379	"mgs179765"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563774.3"	NA	7818	3830272090	NA	2041.1082597529	"mgs179768"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563775.3"	NA	7209	3823714761	NA	1885.33937560621	"mgs179795"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-09"	"-"
"mgm4563776.3"	NA	7033	3763656852	NA	1868.6613250256	"mgs179798"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-09"	"-"
"mgm4563777.3"	NA	3947	1918685067	NA	2057.13802013971	"mgs179747"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-12"	"-"
"mgm4563778.3"	NA	3913	1903470371	NA	2055.71889093513	"mgs179750"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-12"	"-"
"mgm4563779.3"	NA	8164	3837522080	NA	2127.41446949538	"mgs179807"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563780.3"	0.00103024	8018	3775450332	0.000272878705691843	2123.72016446381	"mgs179810"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563781.3"	NA	4544	2150849111	NA	2112.65401034448	"mgs179759"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563782.3"	NA	4500	2130108725	NA	2112.56822113622	"mgs179762"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563783.3"	NA	7646	3325537537	NA	2299.17717509739	"mgs179783"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563784.3"	NA	7520	3288230485	NA	2286.94431071793	"mgs179786"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-16"	"-"
"mgm4563785.3"	NA	7092	3666492044	NA	1934.27393674715	"mgs179771"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563786.3"	NA	6876	3627520383	NA	1895.50967989695	"mgs179774"	"mgp9147"	"-"	"terrestrial biome"	"cow shed"	"animal manure"	"miscellaneous"	"Virginia Tech Dairy Farm, Blacksburg, VA"	"USA"	"-"	37.21525	-80.4227	"2012-12-19"	"-"
"mgm4563797.3"	NA	1	5213238482	NA	0.191819346736726	"mgs179821"	"mgp9153"	"-"	"aquatic biome"	"biofilm"	"water"	"microbial mat|biofilm"	"North Carolina"	"USA"	"-"	34	81	"2012-12-13"	"-"
"mgm4566023.3"	0.766641	987	2668019132	0.28734464112531	369.937377195689	"mgs216479"	"mgp8929"	"-"	"aquatic biome"	"wastewater treatment plant"	"activated sludge"	"built environment"	"Schifflange wastewater reatment plant"	"Luxembourg"	"-"	43.6387194444444	-116.241351348523	"2011-01-25"	"-"
"mgm4566733.3"	NA	3319	3421582860	NA	970.018887691061	"mgs184832"	"mgp9520"	"-"	"aquatic biome"	"biofilm"	"water"	"wastewater|sludge"	"Harbin"	"China"	"-"	45.7	126.6	"2013-10-07"	"-"
"mgm4568625.3"	0.00206047	1263	2175767370	0.000947008411106009	580.484852109902	"mgs187875"	"mgp9679"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-06"	"-"
"mgm4568626.3"	0.00103024	1333	2153552409	0.000478390957979235	618.977274214087	"mgs187878"	"mgp9679"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-07"	"-"
"mgm4569430.3"	NA	1	890169211	NA	1.12338192294543	"mgs190122"	"mgp9770"	"-"	"freshwater biome"	"hydrographic feature"	"microbial mat material"	"microbial mat|biofilm"	"Little Hot Creek"	"USA"	"north america"	37.694518	-118.816545	"2014-06-15"	"-"
"mgm4569569.3"	0.00103024	4137	3715662397	0.000277269539028037	1113.39501762598	"mgs190365"	"mgp9798"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-06"	"-"
"mgm4569570.3"	0.00103024	4414	3694782857	0.000278836413362735	1194.65748620041	"mgs190368"	"mgp9798"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-07"	"-"
"mgm4569598.3"	NA	1418	2913818613	NA	486.646627100806	"mgs190443"	"mgp9801"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-06"	"-"
"mgm4569599.3"	NA	1523	2899938504	NA	525.18355058194	"mgs190446"	"mgp9801"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-07"	"-"
"mgm4572122.3"	NA	1841	1200816500	NA	1533.12350388257	"mgs195434"	"mgp10047"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.490833	6.142483	"2013-08-15"	"-"
"mgm4572123.3"	NA	1024	1268954985	NA	806.96321942421	"mgs195431"	"mgp10047"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.492183	6.139967	"2013-08-15"	"-"
"mgm4572171.3"	NA	3057	2565022659	NA	1191.8023372128	"mgs195512"	"mgp10067"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-06"	"-"
"mgm4572172.3"	NA	3254	2551768502	NA	1275.19404579593	"mgs195515"	"mgp10067"	"-"	"aquatic biome"	"organic feature"	"anthropogenic environmental material"	"wastewater|sludge"	"Geneva"	"Switzerland"	"-"	46.1983922	6.1422961	"2014-03-06"	"-"
"mgm4572197.3"	NA	1771	1220833607	NA	1450.64813898099	"mgs195587"	"mgp10047"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.490833	6.142483	"2013-08-15"	"-"
"mgm4572198.3"	NA	47	1454272611	NA	32.3185623138989	"mgs195584"	"mgp10047"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.492183	6.139967	"2013-08-15"	"-"
"mgm4572199.3"	NA	2081	1301779531	NA	1598.58098122147	"mgs195581"	"mgp10047"	"-"	"marine biome"	"tidal pool"	"sediment"	"microbial mat|biofilm"	"Schiermonnikoog"	"Netherlands"	"-"	53.490267	6.144433	"2013-08-15"	"-"
"mgm4580694.3"	NA	4	3061752828	NA	1.30644118735505	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580695.3"	NA	4	3063039206	NA	1.3058925240541	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580696.3"	NA	6	3057221548	NA	1.96256630597319	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580697.3"	NA	1	3057761896	NA	0.327036582314714	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580698.3"	NA	5	3043703651	NA	1.64273548719412	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580699.3"	NA	2	3044546983	NA	0.65691218140745	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580700.3"	NA	7	3036323859	NA	2.3054194233106	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580701.3"	NA	3	3042455950	NA	0.986045500510862	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580702.3"	NA	5	2935908266	NA	1.70305048625113	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4580703.3"	NA	1	1619370365	NA	0.617523959690345	"mgs211515"	"mgp10725"	"-"	"marine coral reef biome"	"animal-associated habitat"	"organic material"	"host-associated"	"Xisha island"	"China"	"-"	16.834167	112.3375	"2013-07-13"	"-"
"mgm4587431.3"	NA	512	1409083020	NA	363.356873039319	"mgs223666"	"mgp11191"	"-"	"terrestrial biome"	"human-associated habitat"	"feces"	"human-gut"	"baltimore, maryland"	"USA"	"-"	39.2903848	-76.6121893	"2008-05-06"	"-"
"mgm4587432.3"	48.6607	289	571010704	85.218542593205	506.12010944019	"mgs223669"	"mgp11191"	"-"	"terrestrial biome"	"human-associated habitat"	"feces"	"human-gut"	"baltimore, maryland"	"USA"	"-"	39.2903848	-76.6121893	"2008-05-06"	"-"
"mgm4587433.3"	30.8587	505	1049233935	29.4106957186816	481.303533134391	"mgs223672"	"mgp11191"	"-"	"terrestrial biome"	"human-associated habitat"	"feces"	"human-gut"	"baltimore, maryland"	"USA"	"-"	39.2903848	-76.6121893	"2008-05-06"	"-"
